show_id,title,description
6844,Getting Played,"Tired of dealing with boyfriends who wrong them, gal pals Lauren, Emily and Andrea decide to turn the tables and become the players themselves."
6845,Ghayal,"Framed for his older brother's murder, a boxer seeks violent revenge against the true killer who's torn his family apart."
6846,Ghost House,"While visiting the site of a supernatural shrine in the Thai countryside, a vacationing couple unwittingly upsets a vengeful demon."
6847,Ghost Pain,"World War IV is over, but a bomb has gone off in Newport City, killing a major arms dealer who may have ties with the mysterious 501 Organization."
6848,Ghost Rider,"After selling his soul to save a loved one, daredevil biker Johnny Blaze pays the price by becoming a flame-skulled bounty hunter for Mephistopheles."
6849,Ghost Tears,"As Motoko and Batou attempt to thwart a mysterious terrorist group, Togusa tracks the killer of a man with a prosthetic leg made by Mermaid's Leg."
6850,Ghost Town Gold,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles."
6851,Ghost Whispers,"Freed of her responsibilities for the 501 Organization, Motoko must now learn how to take orders from Aramaki."
6852,Ghulam-E-Musthafa,"Giving up his life of crime for love, a gangster struggles with a moral dilemma when tragic events and enduring enemies take him back to the underworld."
6853,Gie,Indonesian activist Soe Hok Gie experiences a political awakening during the tumultuous regimes of Suharto and Sukarno. Inspired by true events.
6854,Gigi,Gigi's an avant-garde French waif being groomed as the fille de joie of affluent and handsome Gaston. Soon Gigi metamorphoses into a stunning beauty.
6855,Ginger & Rosa,"With the Cold War looming over them, teen best pals Ginger and Rosa share everything in early 1960s London – until betrayal drives them apart."
6856,"Girl, Boy, Bakla, Tomboy","Quadruplets separated as babies reunite in Manila when one needs a liver transplant, but long-held family resentments threaten to derail everything."
6857,GLOW: The Story of the Gorgeous Ladies of Wrestling,"This engaging documentary chronicles the 1980s phenomenon ""The Gorgeous Ladies of Wrestling,"" which elevated its female grapplers to star status."
6858,Glowing Embers,"Amid Malaysia's charcoal industry, a woman deftly adapts to her environs as she juggles three men in her life: her husband, her lover and her friend."
6859,God Bless the Broken Road,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter."
6860,God Knows Where I Am,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God."
6861,God of War,A maverick leader and a clever young general take on Japanese pirates amid bureaucratic intrigue in Ming Dynasty China.
6862,God's Not Dead,A spiritual college student clashes with an atheistic professor who insists that students will only pass his class by admitting that God is dead.
6863,God's Not Dead: A Light in Darkness,"After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus."
6864,God's Own Country,"In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection."
6865,Gol Maal,"When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother."
6866,Golden Time,"In the 1980s, a recently discarded television set from the 1960s refuses to accept its fate and tries to break out of the junkyard."
6867,GoldenEye,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base."
6868,Goldie,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together."
6869,Goldie & Bear,"Best pals Goldie and Bear, from ""Goldilocks and the Three Bears,"" join other characters from beloved stories for adventures in the Fairy Tale Forest."
6870,Goldstone,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests."
6871,Golmaal: Fun Unlimited,"Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow."
6872,Gomorrah,"Mafia activity in Naples is at the center of this series, which focuses on internal struggles that follow after the head of a family is imprisoned."
6873,Gone are the Days,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right."
6874,Gonul,"A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything."
6875,Good Kids,Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.
6876,Good Kill,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions."
6877,Good Kisser,"Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly."
6878,Good Luck,"Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him."
6879,"Good Night, and Good Luck",Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.
6880,Good People,A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.
6881,GoodFellas,Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.
6882,Gook,"Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future."
